date,avg_temp,min_temp,max_temp
2013-10,15.8,4.3,28.1
2013-11,6.2,-6.4,20.7
2013-12,-0.2,-9.8,11
2014-01,-0.7,-10.5,8.2
2014-02,1.9,-10.5,16.4
2014-03,7.9,-4.6,23.8
2014-04,14,2.3,26.2
2014-05,18.9,6.8,33.3
2014-06,23.1,17.3,31.1
2014-07,26.1,19.1,34.4
2014-08,25.2,18.3,35.8
2014-09,22.1,14.9,31.3
2014-10,15.6,2.7,29
2014-11,9,-3.1,22.9
2014-12,-2.9,-13.2,7.9
2015-01,-0.9,-9.8,9
2015-02,1,-13,13
2015-03,6.3,-6.9,21.9
2015-04,13.3,3.5,28.3
2015-05,18.9,8.3,32.2
2015-06,23.6,15.6,34.9
2015-07,25.8,18.2,36
2015-08,26.3,18.9,34.4
2015-09,22.4,14.2,31
2015-10,15.5,1.1,26.6
2015-11,8.9,-7.3,21
2015-12,1.6,-9.5,12.2
2016-01,-3.2,-18,9.5
2016-02,0.2,-10,14.4
2016-03,7,-7.5,21.4
2016-04,14.1,5.1,29.6
2016-05,19.6,8.9,31.9
2016-06,23.6,17.1,32.2
2016-07,26.2,19.8,34.1
2016-08,28,16.1,36.6
2016-09,23.1,14.3,31.1
2016-10,16.1,0.7,29
2016-11,6.8,-6.2,18.6
2016-12,1.2,-9.8,13.6
2017-01,-1.8,-12.6,11.4
2017-02,-0.2,-9.3,12.3
2017-03,6.3,-5.3,18.9
2017-04,13.9,3.1,27.8
2017-05,19.5,10,30.3
2017-06,23.3,14.5,34.1
2017-07,26.9,21.9,35.4
2017-08,25.9,16.1,35.3
2017-09,22.1,11.2,31.4
2017-10,16.4,2.5,29.4
2017-11,5.6,-6.6,18.4
2017-12,-1.9,-12.3,8.7
2018-01,-4,-17.8,8.7
2018-02,-1.6,-13.4,10.4
2018-03,8.1,-6.7,22.1
2018-04,13,0.1,26.3
2018-05,18.2,6.9,29.6
2018-06,23.1,16.3,32.9
2018-07,27.8,17.7,38.3
2018-08,28.8,20.2,39.6
2018-09,21.5,10.8,30.9
2018-10,13.1,0.7,25.6
2018-11,7.8,-3.1,19.4
2018-12,-0.6,-14.4,13.5
2019-01,-0.9,-10.1,8.5
2019-02,1,-10.2,14.5
2019-03,7.1,-1.7,17.6
2019-04,12.1,0.3,28.2
2019-05,19.4,8.4,33.4
2019-06,22.5,14.1,32.8
2019-07,25.9,19.3,36.1
2019-08,27.2,18.5,36.8
2019-09,22.6,13.6,30.5
2019-10,16.4,4.7,28.2
2019-11,7.6,-4.6,22.1
2019-12,1.4,-10.9,12.9
2020-01,1.6,-6.5,11.9
2020-02,2.5,-11.8,15.6
2020-03,7.7,-2.8,20.6
2020-04,11.1,1.9,23.8
2020-05,18,9.2,30
2020-06,23.9,14.8,35.4
2020-07,24.1,17.2,32.9
2020-08,26.5,21.5,34.5
2020-09,21.4,13.6,29.5
2020-10,14.3,3.2,23.6
2020-11,8,-3.6,20
2020-12,-0.3,-12.9,11.4
2021-01,-2.4,-18.6,13.9
2021-02,2.7,-10.6,17.4
2021-03,9,-1.2,22.9
2021-04,14.2,3.1,28.2
2021-05,17.1,7.3,30.8
2021-06,22.8,13.3,31.6
2021-07,28.1,19.6,36.5
2021-08,25.9,18.1,33.7
2021-09,22.6,16,30.3
2021-10,15.6,1.3,28.8
2021-11,8.2,-3.7,21.3

